what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154629863
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154631161
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154631815
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154633569
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1493154635679
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154649866
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154652560
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154679603
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154680339
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154684100
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154685056
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154692595
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154693640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154694930
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154699157
executed,command,org.eclipse.mylyn.tasks.search,,"org.eclipse.mylyn.tasks.ui.command.searchForTask",1493154699183
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154700442
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154703280
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154723460
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154727284
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154728126
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154728775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154730410
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154745217
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154746695
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154757512
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154758710
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154759328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154762179
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154764679
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154769432
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154770651
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154770663
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154773366
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154778656
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154780021
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154780649
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154781687
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154786289
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154787400
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154787417
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154789852
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154796426
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1493154798004
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154800557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154801187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154802077
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154807855
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154809476
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154815406
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493154816350
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154817023
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154817875
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154822005
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154824141
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154826809
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154829090
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493154831668
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1493154925783
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1493154937991
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493154947192
